x,y,z,r,g,b
2.71313,3.82838,-0.072275,1.0,0.0963667,0.0
2.71482,3.83371,-0.06912,1.0,0.09216,0.0
2.70756,3.80413,-0.025,1.0,0.0333333,0.0
2.71504,3.83273,-0.07988,1.0,0.106507,0.0
1.28363,-0.461378,-0.206,1.0,0.274667,0.0
2.7108,3.82311,-0.05267,1.0,0.0702267,0.0
1.52244,0.382925,-0.38501,1.0,0.513347,0.0
-3.54072,-2.634,-0.04182,1.0,0.05576,0.0
2.71181,3.83086,-0.063905,1.0,0.0852067,0.0
2.11734,1.37417,-0.08996,1.0,0.119947,0.0
2.72049,3.83415,-0.083145,1.0,0.11086,0.0
1.80963,0.990579,-0.200575,1.0,0.267433,0.0
2.70746,3.82421,-0.063145,1.0,0.0841933,0.0
2.71374,3.82798,-0.059675,1.0,0.0795667,0.0
2.71233,3.81915,-0.08132,1.0,0.108427,0.0
2.71367,3.83397,-0.06779,1.0,0.0903867,0.0
2.71891,3.82128,-0.06169,1.0,0.0822533,0.0
1.44906,4.65382,-0.03717,1.0,0.04956,0.0
2.71212,3.83197,-0.059535,1.0,0.07938,0.0
2.71688,3.83253,-0.075365,1.0,0.100487,0.0
2.71007,3.8303,-0.05741,1.0,0.0765467,0.0
1.41786,2.99258,-0.54346,1.0,0.724613,0.0
2.72064,3.8337,-0.06926,1.0,0.0923467,0.0
2.71866,3.83431,-0.070555,1.0,0.0940733,0.0
0.815977,-0.0391773,-0.039875,1.0,0.0531667,0.0
0.816077,-0.0407405,-0.039575,1.0,0.0527667,0.0
2.71155,3.82656,-0.061565,1.0,0.0820867,0.0
0.778096,-0.0468334,-0.04138,1.0,0.0551733,0.0
2.70927,3.82851,-0.04527,1.0,0.06036,0.0
2.71581,3.82884,-0.078065,1.0,0.104087,0.0
1.27971,-0.659595,-0.14186,1.0,0.189147,0.0
2.71271,3.83664,-0.07242,1.0,0.09656,0.0
2.70796,3.83231,-0.05091,1.0,0.06788,0.0
2.06937,1.75652,-0.00269,1.0,0.00358667,0.0
1.28569,-0.458942,-0.201785,1.0,0.269047,0.0
3.0458,3.36499,-0.16308,1.0,0.21744,0.0
2.71189,3.8332,-0.06618,1.0,0.08824,0.0
2.71601,3.83167,-0.06894,1.0,0.09192,0.0
2.7102,3.83386,-0.06414,1.0,0.08552,0.0
2.71286,3.83278,-0.06395,1.0,0.0852667,0.0
2.71214,3.82872,-0.04295,1.0,0.0572667,0.0
2.71209,3.82862,-0.06745,1.0,0.0899333,0.0
2.71725,3.83092,-0.07734,1.0,0.10312,0.0
-3.53424,-2.98449,-0.028325,1.0,0.0377667,0.0
2.69405,3.80354,-0.13497,1.0,0.17996,0.0
2.71072,3.83024,-0.05783,1.0,0.0771067,0.0
0.816252,-0.0389682,-0.041215,1.0,0.0549533,0.0
2.71855,3.82997,-0.0705,1.0,0.094,0.0
1.66187,2.38892,-0.38341,1.0,0.511213,0.0
-3.93108,-3.49845,-0.561185,1.0,0.748247,0.0
2.71669,3.83126,-0.073965,1.0,0.09862,0.0
2.71457,3.82517,-0.081615,1.0,0.10882,0.0
2.71334,3.83033,-0.060915,1.0,0.08122,0.0
2.71824,3.8309,-0.07183,1.0,0.0957733,0.0
2.71643,3.83236,-0.06302,1.0,0.0840267,0.0
2.71233,3.82817,-0.048265,1.0,0.0643533,0.0
2.7133,3.819,-0.0616,1.0,0.0821333,0.0
2.72478,3.83358,-0.078005,1.0,0.104007,0.0
-1.10709,-0.970627,-0.066295,1.0,0.0883933,0.0
1.60966,2.49993,-0.443775,1.0,0.5917,0.0
2.7159,3.83225,-0.067365,1.0,0.08982,0.0
2.71313,3.83323,-0.06669,1.0,0.08892,0.0
2.71558,3.83376,-0.055425,1.0,0.0739,0.0
1.68383,0.24661,-0.183625,1.0,0.244833,0.0
1.37879,0.836986,-0.059515,1.0,0.0793533,0.0
2.71126,3.82533,-0.04567,1.0,0.0608933,0.0
2.1841,3.13636,-0.47458,1.0,0.632773,0.0
1.77218,1.81853,-0.18929,1.0,0.252387,0.0
2.70989,3.81355,-0.070935,1.0,0.09458,0.0
2.7125,3.81774,-0.066975,1.0,0.0893,0.0
2.7141,3.8341,-0.06478,1.0,0.0863733,0.0
2.70931,3.8231,-0.05224,1.0,0.0696533,0.0
2.71628,3.82111,-0.075885,1.0,0.10118,0.0
2.71642,3.82848,-0.059125,1.0,0.0788333,0.0
2.71357,3.82836,-0.02067,1.0,0.02756,0.0
2.72113,3.83415,-0.07353,1.0,0.09804,0.0
2.71376,3.82939,-0.073755,1.0,0.09834,0.0
2.71483,3.81217,-0.077735,1.0,0.103647,0.0
2.7088,3.8321,-0.057355,1.0,0.0764733,0.0
2.71786,3.83006,-0.07191,1.0,0.09588,0.0
2.71684,3.833,-0.06396,1.0,0.08528,0.0
2.93284,3.20421,-0.104065,1.0,0.138753,0.0
2.71647,3.8295,-0.067135,1.0,0.0895133,0.0
2.71685,3.8285,-0.065765,1.0,0.0876867,0.0
2.71338,3.83029,-0.06012,1.0,0.08016,0.0
2.33627,1.7711,-0.143185,1.0,0.190913,0.0
2.71268,3.82749,-0.074305,1.0,0.0990733,0.0
2.71323,3.83808,-0.08167,1.0,0.108893,0.0
2.71538,3.82958,-0.08036,1.0,0.107147,0.0
2.7169,3.83144,-0.079645,1.0,0.106193,0.0
2.71429,3.82759,-0.05308,1.0,0.0707733,0.0
2.71298,3.82541,-0.050495,1.0,0.0673267,0.0
2.71446,3.82917,-0.064685,1.0,0.0862467,0.0
2.7151,3.83113,-0.056995,1.0,0.0759933,0.0
-2.2494,-2.22811,-0.116135,1.0,0.154847,0.0
2.71337,3.825,-0.06075,1.0,0.081,0.0
2.71663,3.83152,-0.06299,1.0,0.0839867,0.0
2.7201,3.03171,-0.11538,1.0,0.15384,0.0
2.71028,3.82827,-0.058705,1.0,0.0782733,0.0
0.535349,2.68093,-0.055555,1.0,0.0740733,0.0
2.7118,3.82649,-0.041295,1.0,0.05506,0.0
1.70285,0.288069,-0.216465,1.0,0.28862,0.0
1.37012,-0.325664,-0.199485,1.0,0.26598,0.0
2.71514,3.826,-0.04962,1.0,0.06616,0.0
2.71096,3.83376,-0.060675,1.0,0.0809,0.0
-0.517005,-1.0995,-0.06675,1.0,0.089,0.0
2.71427,3.83121,-0.06466,1.0,0.0862133,0.0
2.71124,3.83279,-0.058235,1.0,0.0776467,0.0
2.71374,3.82434,-0.025,1.0,0.0333333,0.0
2.71154,3.82859,-0.057715,1.0,0.0769533,0.0
0.500259,-1.09943,-0.039295,1.0,0.0523933,0.0
2.7133,3.82805,-0.04928,1.0,0.0657067,0.0
-3.65334,-3.08902,-0.75024,0.99968,1.0,0.0
2.71667,3.83012,-0.07169,1.0,0.0955867,0.0
2.71903,3.83245,-0.06672,1.0,0.08896,0.0
2.7156,3.83098,-0.058235,1.0,0.0776467,0.0
2.71972,3.83495,-0.072025,1.0,0.0960333,0.0
2.21109,2.89926,-0.22621,1.0,0.301613,0.0
1.58536,1.10024,-0.33998,1.0,0.453307,0.0
2.71526,3.83032,-0.06056,1.0,0.0807467,0.0
2.72015,3.83316,-0.074375,1.0,0.0991667,0.0
2.71346,3.83223,-0.067075,1.0,0.0894333,0.0
-0.514919,-2.29774,-0.140095,1.0,0.186793,0.0
2.71282,3.83254,-0.08409,1.0,0.11212,0.0
0.550312,-0.760496,-0.58884,1.0,0.78512,0.0
2.71329,3.83041,-0.05827,1.0,0.0776933,0.0
2.71379,3.81562,-0.076405,1.0,0.101873,0.0
2.71273,3.80774,-0.075325,1.0,0.100433,0.0
2.71617,3.83238,-0.066185,1.0,0.0882467,0.0
2.88782,2.10979,-0.517415,1.0,0.689887,0.0
2.71922,3.83547,-0.08956,1.0,0.119413,0.0
1.8759,3.39688,-0.05447,1.0,0.0726267,0.0
2.71609,3.83199,-0.071165,1.0,0.0948867,0.0
2.71804,3.83211,-0.069615,1.0,0.09282,0.0
2.71347,3.82558,-0.061975,1.0,0.0826333,0.0
2.71701,3.82469,-0.087205,1.0,0.116273,0.0
2.71313,3.83086,-0.067155,1.0,0.08954,0.0
2.71852,3.83973,-0.10488,1.0,0.13984,0.0
3.466,3.40445,-0.036615,1.0,0.04882,0.0
2.72079,3.83334,-0.086485,1.0,0.115313,0.0
2.71372,3.82345,-0.080005,1.0,0.106673,0.0
0.707321,1.36358,-0.195085,1.0,0.260113,0.0
2.71295,3.83203,-0.046915,1.0,0.0625533,0.0
2.61244,2.81147,-0.054715,1.0,0.0729533,0.0
2.7161,3.83368,-0.05714,1.0,0.0761867,0.0
2.71138,3.83025,-0.073845,1.0,0.09846,0.0
2.719,3.81854,-0.074105,1.0,0.0988067,0.0
2.72028,3.86352,-0.154655,1.0,0.206207,0.0
2.71676,3.83059,-0.07702,1.0,0.102693,0.0
2.71432,3.82566,-0.025,1.0,0.0333333,0.0
2.71006,3.83143,-0.06872,1.0,0.0916267,0.0
2.71056,3.83243,-0.07762,1.0,0.103493,0.0
2.72164,3.83206,-0.08833,1.0,0.117773,0.0
2.71497,3.83006,-0.06409,1.0,0.0854533,0.0
1.24119,2.98816,-0.64572,1.0,0.86096,0.0
2.71375,3.83387,-0.05833,1.0,0.0777733,0.0
2.71491,3.83162,-0.06174,1.0,0.08232,0.0
2.71811,3.82909,-0.076775,1.0,0.102367,0.0
2.71809,3.83147,-0.07509,1.0,0.10012,0.0
-3.30907,-2.3536,-0.05261,1.0,0.0701467,0.0
2.7141,3.81456,-0.050505,1.0,0.06734,0.0
2.71481,3.83377,-0.07193,1.0,0.0959067,0.0
2.71099,3.831,-0.05762,1.0,0.0768267,0.0
2.71243,3.83371,-0.0719,1.0,0.0958667,0.0
2.71609,3.83335,-0.06268,1.0,0.0835733,0.0
2.71529,3.8303,-0.06366,1.0,0.08488,0.0
2.71189,3.83348,-0.084515,1.0,0.112687,0.0
2.7089,3.82803,-0.07674,1.0,0.10232,0.0
2.71817,3.83511,-0.078345,1.0,0.10446,0.0
2.71707,3.83515,-0.06492,1.0,0.08656,0.0
2.71215,3.83328,-0.050205,1.0,0.06694,0.0
-0.133786,-1.0506,-0.081325,1.0,0.108433,0.0
2.71429,3.83245,-0.072395,1.0,0.0965267,0.0
-2.62815,-1.12116,-0.10391,1.0,0.138547,0.0
2.59758,2.78978,-0.342595,1.0,0.456793,0.0
2.71024,3.82577,-0.051705,1.0,0.06894,0.0
2.71464,3.82785,-0.057735,1.0,0.07698,0.0
2.79825,1.29288,-0.162815,1.0,0.217087,0.0
2.71693,3.81812,-0.06676,1.0,0.0890133,0.0
2.71299,3.8304,-0.079795,1.0,0.106393,0.0
1.63654,-0.592427,-0.121915,1.0,0.162553,0.0
0.544798,0.0643716,-0.03943,1.0,0.0525733,0.0
2.71308,3.82702,-0.081755,1.0,0.109007,0.0
2.71094,3.8089,-0.072685,1.0,0.0969133,0.0
2.71092,3.83034,-0.06694,1.0,0.0892533,0.0
2.71426,3.82921,-0.059345,1.0,0.0791267,0.0
2.71634,3.83339,-0.084505,1.0,0.112673,0.0
2.71596,3.83434,-0.071715,1.0,0.09562,0.0
2.71325,3.83209,-0.063185,1.0,0.0842467,0.0
2.71581,3.83099,-0.0804,1.0,0.1072,0.0
1.61365,-0.588392,-0.134275,1.0,0.179033,0.0
2.71205,3.81247,-0.0857,1.0,0.114267,0.0
2.71219,3.8329,-0.08385,1.0,0.1118,0.0
1.61937,-0.593482,-0.13998,1.0,0.18664,0.0
-2.89656,-2.91765,-0.06184,1.0,0.0824533,0.0
2.71488,3.83436,-0.080195,1.0,0.106927,0.0
1.00233,0.203453,-0.46785,1.0,0.6238,0.0
2.71923,3.8232,-0.077375,1.0,0.103167,0.0
2.7158,3.82938,-0.07349,1.0,0.0979867,0.0
2.71456,3.81328,-0.11158,1.0,0.148773,0.0
2.70938,3.82975,-0.0646,1.0,0.0861333,0.0
2.71786,3.83155,-0.06924,1.0,0.09232,0.0
2.71957,3.82377,-0.055415,1.0,0.0738867,0.0
2.15596,3.08505,-0.26651,1.0,0.355347,0.0
2.71299,3.83189,-0.071495,1.0,0.0953267,0.0
2.71356,3.82909,-0.049185,1.0,0.06558,0.0
1.60648,-0.598925,-0.15151,1.0,0.202013,0.0
2.70585,3.82085,-0.07463,1.0,0.0995067,0.0
2.68594,3.80595,-0.09324,1.0,0.12432,0.0
2.69462,3.80114,-0.030055,1.0,0.0400733,0.0
2.71864,3.83012,-0.06104,1.0,0.0813867,0.0
1.81282,1.82797,-0.17022,1.0,0.22696,0.0
2.71368,3.83031,-0.06941,1.0,0.0925467,0.0
2.71544,3.81894,-0.08022,1.0,0.10696,0.0
2.72097,3.82571,-0.093765,1.0,0.12502,0.0
2.71501,3.82707,-0.06821,1.0,0.0909467,0.0
2.71669,3.83105,-0.08727,1.0,0.11636,0.0
2.71676,3.83497,-0.08175,1.0,0.109,0.0
2.70969,3.83206,-0.0657,1.0,0.0876,0.0
2.71513,3.83075,-0.064395,1.0,0.08586,0.0
2.71528,3.83289,-0.076535,1.0,0.102047,0.0
1.74719,2.68532,-0.312625,1.0,0.416833,0.0
2.71638,3.83488,-0.06779,1.0,0.0903867,0.0
2.71354,3.83515,-0.07257,1.0,0.09676,0.0
2.71423,3.8323,-0.068035,1.0,0.0907133,0.0
2.71352,3.83065,-0.07164,1.0,0.09552,0.0
2.71682,3.83201,-0.06947,1.0,0.0926267,0.0
1.48738,-0.22261,-0.232305,1.0,0.30974,0.0
2.60091,3.21137,-0.306385,1.0,0.408513,0.0
2.70849,3.80655,-0.087585,1.0,0.11678,0.0
2.71559,3.81285,-0.066295,1.0,0.0883933,0.0
2.71211,3.82999,-0.082355,1.0,0.109807,0.0
2.72041,3.83476,-0.087355,1.0,0.116473,0.0
2.72619,3.82603,-0.08743,1.0,0.116573,0.0
2.72134,3.83279,-0.08064,1.0,0.10752,0.0
2.7155,3.83211,-0.07355,1.0,0.0980667,0.0
2.7158,3.83245,-0.06751,1.0,0.0900133,0.0
1.3666,-0.572985,-0.190265,1.0,0.253687,0.0
2.71261,3.83128,-0.068175,1.0,0.0909,0.0
2.71255,3.82172,-0.042285,1.0,0.05638,0.0
1.50535,0.227121,-0.223085,1.0,0.297447,0.0
2.718,3.82909,-0.07191,1.0,0.09588,0.0
1.55456,1.01234,-0.36012,1.0,0.48016,0.0
2.71938,3.83514,-0.089685,1.0,0.11958,0.0
2.71125,3.83217,-0.080975,1.0,0.107967,0.0
2.71596,3.83011,-0.07159,1.0,0.0954533,0.0
2.72106,3.83192,-0.07146,1.0,0.09528,0.0
1.70917,0.102374,-0.130645,1.0,0.174193,0.0
2.71491,3.82514,-0.064275,1.0,0.0857,0.0
2.71753,3.82946,-0.036535,1.0,0.0487133,0.0
1.29636,-0.439155,-0.201365,1.0,0.268487,0.0
2.71354,3.83515,-0.074015,1.0,0.0986867,0.0
2.71458,3.82855,-0.058085,1.0,0.0774467,0.0
2.71828,3.83141,-0.088415,1.0,0.117887,0.0
2.70866,3.83289,-0.063445,1.0,0.0845933,0.0
2.71899,3.82888,-0.071395,1.0,0.0951933,0.0
0.071298,-1.62872,-1.7193,0.0,1.0,0.292393
0.206342,0.00816521,-0.052465,1.0,0.0699533,0.0
0.204731,0.0104332,-0.057275,1.0,0.0763667,0.0
2.71697,3.82682,-0.080175,1.0,0.1069,0.0
0.558186,2.10093,-0.061585,1.0,0.0821133,0.0
2.71822,3.83274,-0.069805,1.0,0.0930733,0.0
2.81229,1.29613,-0.161385,1.0,0.21518,0.0
2.71624,3.81576,-0.074345,1.0,0.0991267,0.0
2.71578,3.8286,-0.081405,1.0,0.10854,0.0
2.71142,3.82826,-0.076835,1.0,0.102447,0.0
2.71217,3.83161,-0.062695,1.0,0.0835933,0.0
2.71273,3.82935,-0.064005,1.0,0.08534,0.0
2.11422,1.35315,-0.03818,1.0,0.0509067,0.0
2.72024,3.83605,-0.08418,1.0,0.11224,0.0
2.71715,3.82992,-0.074035,1.0,0.0987133,0.0
-2.85089,-2.41799,-0.172855,1.0,0.230473,0.0
2.71665,3.83159,-0.07016,1.0,0.0935467,0.0
1.86126,2.02867,-0.14843,1.0,0.197907,0.0
2.71373,3.82099,-0.03914,1.0,0.0521867,0.0
2.71742,3.832,-0.06564,1.0,0.08752,0.0
1.4084,-0.230316,-0.16922,1.0,0.225627,0.0
2.70602,3.82266,-0.052435,1.0,0.0699133,0.0
2.70423,3.80901,-0.0414,1.0,0.0552,0.0
2.70908,3.80815,-0.0442,1.0,0.0589333,0.0
2.71276,3.81192,-0.049395,1.0,0.06586,0.0
2.7105,3.82925,-0.062335,1.0,0.0831133,0.0
2.70988,3.83133,-0.063875,1.0,0.0851667,0.0
2.71115,3.81975,-0.064345,1.0,0.0857933,0.0
2.71582,3.81658,-0.066365,1.0,0.0884867,0.0
2.71569,3.83367,-0.071505,1.0,0.09534,0.0
2.71404,3.81213,-0.06497,1.0,0.0866267,0.0
2.7127,3.82555,-0.04746,1.0,0.06328,0.0
2.78541,1.26741,-0.125,1.0,0.166667,0.0
2.72338,3.8301,-0.07936,1.0,0.105813,0.0
2.71053,3.80561,-0.0699,1.0,0.0932,0.0
2.7107,3.83229,-0.07022,1.0,0.0936267,0.0
2.71319,3.81268,-0.066825,1.0,0.0891,0.0
2.71854,3.81506,-0.076675,1.0,0.102233,0.0
-3.60684,-3.00564,-0.795025,0.939967,1.0,0.0
2.71694,3.81334,-0.07187,1.0,0.0958267,0.0
1.34165,1.31095,-0.610595,1.0,0.814127,0.0
2.72324,3.83056,-0.07584,1.0,0.10112,0.0
-2.55569,-2.27453,-0.14302,1.0,0.190693,0.0
2.69407,3.80245,-0.033635,1.0,0.0448467,0.0
2.71351,3.81359,-0.066295,1.0,0.0883933,0.0
2.70884,3.81344,-0.066955,1.0,0.0892733,0.0
2.71379,3.81492,-0.06996,1.0,0.09328,0.0
1.97306,0.728921,-0.06266,1.0,0.0835467,0.0
2.69191,3.80371,-0.01786,1.0,0.0238133,0.0
2.72132,3.83526,-0.074355,1.0,0.09914,0.0
-2.74096,-2.61933,-0.06247,1.0,0.0832933,0.0
2.72094,3.83196,-0.083165,1.0,0.110887,0.0
2.71807,3.82839,-0.06666,1.0,0.08888,0.0
2.7001,3.80555,-0.020455,1.0,0.0272733,0.0
2.71176,3.82987,-0.058035,1.0,0.07738,0.0
2.71228,3.83013,-0.060225,1.0,0.0803,0.0
2.72052,3.81141,-0.0832,1.0,0.110933,0.0
2.71957,3.83059,-0.08037,1.0,0.10716,0.0
2.71339,3.81367,-0.06503,1.0,0.0867067,0.0
2.71116,3.8268,-0.060805,1.0,0.0810733,0.0
3.50366,3.63647,-0.023585,1.0,0.0314467,0.0
2.72077,3.83365,-0.07221,1.0,0.09628,0.0
2.71365,3.81552,-0.05062,1.0,0.0674933,0.0
2.71794,3.82195,-0.06309,1.0,0.08412,0.0
1.97511,0.729375,-0.06095,1.0,0.0812667,0.0
0.957336,-0.139282,-0.59219,1.0,0.789587,0.0
2.71291,3.81525,-0.069475,1.0,0.0926333,0.0
2.70996,3.83362,-0.06664,1.0,0.0888533,0.0
1.32084,-1.10619,-0.263635,1.0,0.351513,0.0
2.71528,3.82905,-0.0452,1.0,0.0602667,0.0
2.70829,3.8284,-0.053875,1.0,0.0718333,0.0
2.69089,3.79859,-0.028465,1.0,0.0379533,0.0
-2.80074,-2.51878,-0.13008,1.0,0.17344,0.0
2.71811,3.8327,-0.06594,1.0,0.08792,0.0
0.747618,-1.01139,-0.246455,1.0,0.328607,0.0
2.71184,3.83249,-0.068925,1.0,0.0919,0.0
2.717,3.83074,-0.08384,1.0,0.111787,0.0
-1.57829,-1.93848,-0.161665,1.0,0.215553,0.0
2.7224,3.81719,-0.07489,1.0,0.0998533,0.0
2.7135,3.83071,-0.057485,1.0,0.0766467,0.0
2.71644,3.82645,-0.06547,1.0,0.0872933,0.0
2.71787,3.81688,-0.07178,1.0,0.0957067,0.0
1.75811,1.49436,-0.23394,1.0,0.31192,0.0
1.32082,0.116866,-0.44242,1.0,0.589893,0.0
2.70539,3.81845,-0.04989,1.0,0.06652,0.0
2.71563,3.83208,-0.065375,1.0,0.0871667,0.0
2.71235,3.83147,-0.074555,1.0,0.0994067,0.0
2.7158,3.82846,-0.082895,1.0,0.110527,0.0
1.33009,-0.655527,-0.147025,1.0,0.196033,0.0
1.66649,1.58314,-0.180745,1.0,0.240993,0.0
2.71141,3.8258,-0.06182,1.0,0.0824267,0.0
2.72032,3.82916,-0.077035,1.0,0.102713,0.0
-3.84991,-2.42824,-0.058625,1.0,0.0781667,0.0
2.85687,3.2535,-0.14458,1.0,0.192773,0.0
2.71421,3.82857,-0.06348,1.0,0.08464,0.0
-4.35033,-2.77724,-0.025,1.0,0.0333333,0.0
1.55166,1.02612,-0.352635,1.0,0.47018,0.0
2.69513,3.81018,-0.07923,1.0,0.10564,0.0
2.7152,3.83518,-0.0952,1.0,0.126933,0.0
2.71013,3.82871,-0.07651,1.0,0.102013,0.0
2.70859,3.81807,-0.063375,1.0,0.0845,0.0
-4.02417,-2.55464,-0.047475,1.0,0.0633,0.0
1.05915,0.507235,-0.672375,1.0,0.8965,0.0
2.71095,3.82973,-0.025,1.0,0.0333333,0.0
2.06227,0.580381,-0.02705,1.0,0.0360667,0.0
0.7033,-0.552795,-0.12196,1.0,0.162613,0.0
1.45494,1.02822,-0.519125,1.0,0.692167,0.0
2.70941,3.83094,-0.06161,1.0,0.0821467,0.0
1.36567,-0.382215,-0.21081,1.0,0.28108,0.0
2.71026,3.83105,-0.06984,1.0,0.09312,0.0
2.71655,3.82313,-0.04865,1.0,0.0648667,0.0
-4.32822,-2.7059,-0.01808,1.0,0.0241067,0.0
1.88695,0.148217,-0.07515,1.0,0.1002,0.0
1.98259,0.727418,-0.0902,1.0,0.120267,0.0
-1.17005,-1.13573,-0.042985,1.0,0.0573133,0.0
0.525787,2.96596,-0.11326,1.0,0.151013,0.0
2.13482,3.38832,-0.682145,1.0,0.909527,0.0
1.29102,-0.404076,-0.213535,1.0,0.284713,0.0
2.7106,3.81314,-0.092675,1.0,0.123567,0.0
1.57887,1.07241,-0.33908,1.0,0.452107,0.0
2.71605,3.82729,-0.05916,1.0,0.07888,0.0
1.57315,1.01087,-0.333855,1.0,0.44514,0.0
2.69208,3.80058,-0.006975,1.0,0.0093,0.0
1.24692,-0.428963,-0.208545,1.0,0.27806,0.0
2.70445,3.82414,-0.032985,1.0,0.04398,0.0
2.71516,3.83068,-0.063455,1.0,0.0846067,0.0
2.71391,3.82057,-0.02146,1.0,0.0286133,0.0
1.9982,2.85817,-0.22645,1.0,0.301933,0.0
2.7061,3.82938,-0.061705,1.0,0.0822733,0.0
2.70515,3.82332,-0.042745,1.0,0.0569933,0.0
2.71717,3.83086,-0.075965,1.0,0.101287,0.0
1.55793,0.0477014,-0.36127,1.0,0.481693,0.0
-2.65638,-2.90413,-0.23077,1.0,0.307693,0.0
2.70181,3.8087,-0.08678,1.0,0.115707,0.0
1.30752,0.977838,-0.07066,1.0,0.0942133,0.0
2.73348,3.83083,-0.071565,1.0,0.09542,0.0
2.84698,3.27079,-0.124285,1.0,0.165713,0.0
2.71363,3.8273,-0.068945,1.0,0.0919267,0.0
2.7195,3.82613,-0.07716,1.0,0.10288,0.0
2.70803,3.80449,-0.025,1.0,0.0333333,0.0
1.33433,-0.469159,-0.20108,1.0,0.268107,0.0
0.286675,0.395592,-0.12603,1.0,0.16804,0.0
2.71957,3.82625,-0.07277,1.0,0.0970267,0.0
2.6871,3.7946,-0.02366,1.0,0.0315467,0.0
2.71292,3.82669,-0.07691,1.0,0.102547,0.0
2.71263,3.82926,-0.04849,1.0,0.0646533,0.0
2.71483,3.8337,-0.06861,1.0,0.09148,0.0
2.71724,3.83962,-0.088355,1.0,0.117807,0.0
2.72115,3.83153,-0.05988,1.0,0.07984,0.0
2.72143,3.83279,-0.079095,1.0,0.10546,0.0
2.71789,3.83208,-0.07196,1.0,0.0959467,0.0
2.71297,3.8331,-0.07879,1.0,0.105053,0.0
2.7118,3.83237,-0.071605,1.0,0.0954733,0.0
-1.35499,0.265064,-1.94295,0.0,1.0,0.590607
2.71259,3.82856,-0.030385,1.0,0.0405133,0.0
2.71346,3.82928,-0.047275,1.0,0.0630333,0.0
2.71461,3.83093,-0.06584,1.0,0.0877867,0.0
0.973664,-1.10104,-0.31584,1.0,0.42112,0.0
2.72307,3.8345,-0.08368,1.0,0.111573,0.0
2.72122,3.83656,-0.0725,1.0,0.0966667,0.0
2.7143,3.83086,-0.052865,1.0,0.0704867,0.0
2.71981,3.83235,-0.07172,1.0,0.0956267,0.0
2.71916,3.83836,-0.074465,1.0,0.0992867,0.0
2.71487,3.82954,-0.06258,1.0,0.08344,0.0
1.36098,0.43815,-0.3068,1.0,0.409067,0.0
2.72031,3.83393,-0.074665,1.0,0.0995533,0.0
2.719,3.83241,-0.06818,1.0,0.0909067,0.0
2.71158,3.83257,-0.06479,1.0,0.0863867,0.0
2.71548,3.83019,-0.058205,1.0,0.0776067,0.0
2.71606,3.8301,-0.078805,1.0,0.105073,0.0
0.0431955,-2.73721,-2.0444,0.0,1.0,0.725873
2.73162,3.83524,-0.097095,1.0,0.12946,0.0
2.71454,3.82993,-0.07027,1.0,0.0936933,0.0
-4.07835,-2.57503,-0.00809,1.0,0.0107867,0.0
0.849923,-0.539074,-0.20735,1.0,0.276467,0.0
1.87741,1.78578,-0.140345,1.0,0.187127,0.0
1.58229,1.08779,-0.330485,1.0,0.440647,0.0
2.7096,3.83082,-0.074435,1.0,0.0992467,0.0
1.58141,1.08197,-0.34398,1.0,0.45864,0.0
2.72689,3.83684,-0.09534,1.0,0.12712,0.0
-2.13525,-3.01915,-0.125,1.0,0.166667,0.0
2.71727,3.8318,-0.065295,1.0,0.08706,0.0
2.71509,3.82875,-0.055695,1.0,0.07426,0.0
1.38869,-0.190991,-0.209105,1.0,0.278807,0.0
2.83961,1.50288,-0.290405,1.0,0.387207,0.0
1.58215,1.05136,-0.33474,1.0,0.44632,0.0
-1.22517,-1.59685,-0.035515,1.0,0.0473533,0.0
1.80478,2.81223,-0.1392,1.0,0.1856,0.0
2.64673,2.69854,-0.10793,1.0,0.143907,0.0
2.71285,3.83011,-0.07142,1.0,0.0952267,0.0
0.948436,-0.551271,-0.314855,1.0,0.419807,0.0
2.8258,1.29833,-0.271625,1.0,0.362167,0.0
1.43967,1.11087,-0.40948,1.0,0.545973,0.0
2.00121,2.44131,-0.10315,1.0,0.137533,0.0
2.71818,3.83025,-0.0666,1.0,0.0888,0.0
2.71552,3.83017,-0.066685,1.0,0.0889133,0.0
-2.57176,-2.2751,-0.150305,1.0,0.200407,0.0
2.71603,3.82991,-0.065365,1.0,0.0871533,0.0
2.7143,3.83262,-0.078885,1.0,0.10518,0.0
0.0155446,-0.712401,-1.52365,0.0,1.0,0.0315333
2.71749,3.8333,-0.07007,1.0,0.0934267,0.0
2.7155,3.83582,-0.080175,1.0,0.1069,0.0
1.39272,1.02065,-0.5716,1.0,0.762133,0.0
2.71651,3.83294,-0.07151,1.0,0.0953467,0.0
2.70921,3.83021,-0.07188,1.0,0.09584,0.0
0.20293,-1.01438,-0.108405,1.0,0.14454,0.0
1.73365,1.88788,-0.241895,1.0,0.322527,0.0
-1.30503,-1.57567,-0.042215,1.0,0.0562867,0.0
-2.62687,-1.99968,-0.192445,1.0,0.256593,0.0
-1.02484,-0.510601,-0.07815,1.0,0.1042,0.0
0.067468,-1.91267,-0.343545,1.0,0.45806,0.0
2.43667,3.3375,-0.59236,1.0,0.789813,0.0
2.71519,3.83205,-0.07533,1.0,0.10044,0.0
2.71773,3.82971,-0.06455,1.0,0.0860667,0.0
1.62373,0.0445362,-0.241675,1.0,0.322233,0.0
0.552392,2.69088,-0.01358,1.0,0.0181067,0.0
