x,y,z,r,g,b
-1.58142,-0.801527,-0.04602,1.0,0.06136,0.0
1.48215,-0.45909,-0.22738,1.0,0.303173,0.0
1.63457,-1.44426,-0.271125,1.0,0.3615,0.0
0.52312,1.41164,-0.03052,1.0,0.0406933,0.0
-1.58228,-0.800283,-0.047645,1.0,0.0635267,0.0
1.80314,0.326911,-0.025,1.0,0.0333333,0.0
-1.58143,-0.798682,-0.04843,1.0,0.0645733,0.0
-1.58181,-0.800465,-0.048195,1.0,0.06426,0.0
1.31215,-0.489382,-0.22768,1.0,0.303573,0.0
-1.58243,-0.800492,-0.046965,1.0,0.06262,0.0
-0.391006,-0.692681,-0.052305,1.0,0.06974,0.0
0.830325,-1.0987,-0.657005,1.0,0.876007,0.0
-2.71638,-2.1214,-0.21471,1.0,0.28628,0.0
-2.1202,-0.834425,-0.04453,1.0,0.0593733,0.0
-1.56793,-0.799531,-0.03984,1.0,0.05312,0.0
0.548698,-1.55095,-0.078495,1.0,0.10466,0.0
1.97113,2.52659,-0.262565,1.0,0.350087,0.0
-1.58225,-0.801232,-0.044235,1.0,0.05898,0.0
0.805945,-0.452624,-0.26599,1.0,0.354653,0.0
1.52267,2.23142,-0.534355,1.0,0.712473,0.0
1.1953,-0.675598,-0.239085,1.0,0.31878,0.0
-1.58187,-0.801135,-0.04404,1.0,0.05872,0.0
1.70332,0.0464163,-0.14173,1.0,0.188973,0.0
-2.78286,-3.33421,-0.05655,1.0,0.0754,0.0
-1.58235,-0.799977,-0.04688,1.0,0.0625067,0.0
2.35716,1.21319,-0.175,1.0,0.233333,0.0
-1.58165,-0.801618,-0.04141,1.0,0.0552133,0.0
-1.58144,-0.801057,-0.04662,1.0,0.06216,0.0
1.69621,2.53724,-0.350395,1.0,0.467193,0.0
0.544159,-1.54711,-0.0832,1.0,0.110933,0.0
-1.58147,-0.801359,-0.047635,1.0,0.0635133,0.0
0.544473,-1.55073,-0.08349,1.0,0.11132,0.0
1.18005,-0.00547824,-0.514855,1.0,0.686473,0.0
1.42957,-0.513172,-0.180035,1.0,0.240047,0.0
-2.10395,-0.893779,-0.04411,1.0,0.0588133,0.0
0.734558,-0.417836,-0.65745,1.0,0.8766,0.0
-0.293386,-0.937285,-0.24564,1.0,0.32752,0.0
1.75328,0.0209252,-0.259805,1.0,0.346407,0.0
0.982616,-0.722323,-0.29742,1.0,0.39656,0.0
1.87265,1.01073,-0.15807,1.0,0.21076,0.0
1.24152,-0.416007,-0.243045,1.0,0.32406,0.0
-1.58119,-0.801111,-0.046605,1.0,0.06214,0.0
1.86151,3.23948,-0.112365,1.0,0.14982,0.0
3.75088,3.8559,-0.370895,1.0,0.494527,0.0
1.50673,0.0171993,-0.225595,1.0,0.300793,0.0
1.51186,0.0229368,-0.23148,1.0,0.30864,0.0
-1.58306,-0.800045,-0.04565,1.0,0.0608667,0.0
-3.35042,-2.2832,-0.02666,1.0,0.0355467,0.0
-1.58051,-0.800672,-0.048935,1.0,0.0652467,0.0
1.76134,0.138612,-0.044965,1.0,0.0599533,0.0
-0.353454,-1.03584,-0.204655,1.0,0.272873,0.0
-1.57996,-0.800747,-0.04931,1.0,0.0657467,0.0
0.772646,-0.790966,-0.4167,1.0,0.5556,0.0
-3.62958,-1.77348,-0.0381,1.0,0.0508,0.0
2.09343,2.4651,-0.0866,1.0,0.115467,0.0
2.05962,2.49332,-0.215125,1.0,0.286833,0.0
0.627417,0.0462499,-0.03918,1.0,0.05224,0.0
0.407022,3.02264,-0.127625,1.0,0.170167,0.0
-1.04252,-0.0812096,-0.02538,1.0,0.03384,0.0
-0.437839,-1.71039,-0.19865,1.0,0.264867,0.0
-3.0178,-2.68414,-0.2239,1.0,0.298533,0.0
-1.58072,-0.801425,-0.048055,1.0,0.0640733,0.0
2.04921,1.2844,-0.125,1.0,0.166667,0.0
0.812026,-0.480411,-0.24304,1.0,0.324053,0.0
-0.926515,-0.868045,-0.054425,1.0,0.0725667,0.0
0.485098,1.49797,-0.09432,1.0,0.12576,0.0
-0.0894802,-1.16681,-0.154965,1.0,0.20662,0.0
1.74029,0.240079,-0.524855,1.0,0.699807,0.0
-1.5812,-0.799071,-0.05129,1.0,0.0683867,0.0
-3.21899,-2.35578,-0.7283,1.0,0.971067,0.0
0.945563,-0.345478,-0.52227,1.0,0.69636,0.0
0.762134,1.65158,-0.077205,1.0,0.10294,0.0
1.3143,-0.444794,-0.20234,1.0,0.269787,0.0
-2.82907,-2.44555,-0.1383,1.0,0.1844,0.0
-2.21837,-0.937066,-0.01776,1.0,0.02368,0.0
-3.62989,-1.77324,-0.03572,1.0,0.0476267,0.0
-1.09311,-1.65971,-0.063565,1.0,0.0847533,0.0
1.20498,-0.677762,-0.242815,1.0,0.323753,0.0
-2.27517,-1.26328,-0.08161,1.0,0.108813,0.0
-0.931187,-0.831258,-0.069105,1.0,0.09214,0.0
1.11122,-0.608843,-0.16774,1.0,0.223653,0.0
-2.77178,-2.43469,-0.11348,1.0,0.151307,0.0
1.91459,1.18378,-0.170365,1.0,0.227153,0.0
0.523007,-0.681208,-0.618275,1.0,0.824367,0.0
1.38695,0.189561,-0.291465,1.0,0.38862,0.0
-2.54038,-1.48793,-0.093545,1.0,0.124727,0.0
0.545288,-1.46031,-0.085065,1.0,0.11342,0.0
1.86332,0.728302,-0.1223,1.0,0.163067,0.0
3.10738,3.29998,-0.14516,1.0,0.193547,0.0
-3.61809,-2.66443,-0.04632,1.0,0.06176,0.0
-3.67226,-3.20439,-0.747205,1.0,0.996273,0.0
-3.03161,-2.66184,-0.241185,1.0,0.32158,0.0
0.58083,-0.421299,-0.09863,1.0,0.131507,0.0
1.01974,-1.29556,-0.384255,1.0,0.51234,0.0
0.461327,1.84508,-0.042265,1.0,0.0563533,0.0
-2.57162,-1.66739,-0.23869,1.0,0.318253,0.0
-2.072,-0.942541,-0.047935,1.0,0.0639133,0.0
0.547496,2.61466,-0.000605,1.0,0.000806667,0.0
-1.58137,-0.800542,-0.047115,1.0,0.06282,0.0
-1.58654,-1.71357,-0.09018,1.0,0.12024,0.0
-1.58019,-0.800948,-0.04793,1.0,0.0639067,0.0
2.46241,1.24577,-0.025,1.0,0.0333333,0.0
0.448482,-0.978392,-0.025,1.0,0.0333333,0.0
1.29653,2.41921,-0.520325,1.0,0.693767,0.0
-1.58076,-0.801187,-0.04646,1.0,0.0619467,0.0
-1.58062,-0.800128,-0.05044,1.0,0.0672533,0.0
1.69782,1.83151,-0.19269,1.0,0.25692,0.0
0.126851,-1.79916,-0.28288,1.0,0.377173,0.0
2.02179,1.40247,-0.109035,1.0,0.14538,0.0
-1.28582,0.156902,-1.9487,0.0,1.0,0.59826
1.21801,0.696729,-0.05605,1.0,0.0747333,0.0
0.787766,2.74126,-0.04734,1.0,0.06312,0.0
-1.57991,-0.801686,-0.052565,1.0,0.0700867,0.0
1.59658,0.0305554,-0.191565,1.0,0.25542,0.0
-1.58014,-0.802086,-0.050025,1.0,0.0667,0.0
2.2556,2.44561,-0.02998,1.0,0.0399733,0.0
0.20571,-0.210843,-0.843515,0.875313,1.0,0.0
1.18088,-0.691794,-0.10127,1.0,0.135027,0.0
2.1059,0.726568,-6e-05,1.0,8e-05,0.0
1.699,0.145217,-0.26298,1.0,0.35064,0.0
1.73446,0.101911,-0.175,1.0,0.233333,0.0
-0.441522,-1.71057,-0.19243,1.0,0.256573,0.0
1.45759,-0.151992,-0.22581,1.0,0.30108,0.0
1.45449,-0.156534,-0.235275,1.0,0.3137,0.0
1.79396,2.77838,-0.37815,1.0,0.5042,0.0
0.480126,1.86217,-0.035495,1.0,0.0473267,0.0
1.85674,3.18408,-0.464335,1.0,0.619113,0.0
0.502514,3.13413,-0.118495,1.0,0.157993,0.0
1.74531,2.57779,-0.37483,1.0,0.499773,0.0
-3.61495,-3.04718,-0.80455,0.927267,1.0,0.0
0.799508,-1.1438,-0.69345,1.0,0.9246,0.0
0.944231,-0.777581,-0.368795,1.0,0.491727,0.0
0.802398,-0.965921,-0.504625,1.0,0.672833,0.0
0.459063,1.81854,-0.00568,1.0,0.00757333,0.0
-3.82746,-2.33969,-0.06534,1.0,0.08712,0.0
-1.50486,-1.98021,-0.07686,1.0,0.10248,0.0
0.514561,2.7071,-0.01086,1.0,0.01448,0.0
-2.13162,-0.83964,-0.040825,1.0,0.0544333,0.0
-0.0106621,0.185689,-0.11984,1.0,0.159787,0.0
1.20076,0.251582,-0.06655,1.0,0.0887333,0.0
1.26666,-0.648613,-0.11095,1.0,0.147933,0.0
1.00616,-0.925955,-0.19065,1.0,0.2542,0.0
-2.10206,-0.897498,-0.060495,1.0,0.08066,0.0
1.79461,2.77021,-0.401305,1.0,0.535073,0.0
1.72389,2.3422,-0.02778,1.0,0.03704,0.0
0.51372,-0.334555,-0.059495,1.0,0.0793267,0.0
0.677075,2.30566,-0.084045,1.0,0.11206,0.0
-3.94776,-1.42664,-0.025315,1.0,0.0337533,0.0
1.95822,2.518,-0.13226,1.0,0.176347,0.0
1.53742,0.346421,-0.38869,1.0,0.518253,0.0
-2.50634,-1.30672,-0.12426,1.0,0.16568,0.0
1.5086,4.43445,-1.33017,0.22644,1.0,0.0
1.64286,0.255743,-0.20541,1.0,0.27388,0.0
-2.10814,-0.884992,-0.05483,1.0,0.0731067,0.0
1.75192,0.754475,-0.19399,1.0,0.258653,0.0
0.659154,-1.63489,-0.085995,1.0,0.11466,0.0
1.91586,0.829773,-0.10372,1.0,0.138293,0.0
1.50976,-0.109795,-0.134045,1.0,0.178727,0.0
1.89464,3.07006,-0.15113,1.0,0.201507,0.0
-0.548895,-1.14067,-0.06165,1.0,0.0822,0.0
-2.20567,-0.952784,-0.01966,1.0,0.0262133,0.0
-2.3601,-0.949561,-0.045685,1.0,0.0609133,0.0
1.28744,-0.0934262,-0.435195,1.0,0.58026,0.0
0.541497,3.62566,-0.064695,1.0,0.08626,0.0
-0.8782,-0.467394,-0.051665,1.0,0.0688867,0.0
-3.53897,-4.24581,-0.50777,1.0,0.677027,0.0
2.26442,2.72198,-0.076605,1.0,0.10214,0.0
0.910449,-0.447072,-0.26676,1.0,0.35568,0.0
-0.201311,-0.631116,-0.04329,1.0,0.05772,0.0
3.34547,3.49483,-0.3181,1.0,0.424133,0.0
1.22004,-0.669828,-0.27072,1.0,0.36096,0.0
-4.29406,-4.47448,-0.37559,1.0,0.500787,0.0
0.764123,-1.00874,-0.509555,1.0,0.679407,0.0
-1.05686,-2.41742,-0.09054,1.0,0.12072,0.0
-2.63271,-1.94111,-0.19807,1.0,0.264093,0.0
1.55324,-0.481615,-0.129705,1.0,0.17294,0.0
0.433031,-0.828373,-0.117165,1.0,0.15622,0.0
2.88455,3.26154,-0.142255,1.0,0.189673,0.0
1.37852,-0.303219,-0.19478,1.0,0.259707,0.0
1.20875,0.380523,-0.414785,1.0,0.553047,0.0
1.91409,2.80146,-0.36001,1.0,0.480013,0.0
-3.29003,-2.12394,-0.057755,1.0,0.0770067,0.0
-3.29129,-2.12292,-0.05726,1.0,0.0763467,0.0
-3.29042,-2.12352,-0.05675,1.0,0.0756667,0.0
-4.35051,-2.24541,-0.025,1.0,0.0333333,0.0
-3.29101,-2.1227,-0.05674,1.0,0.0756533,0.0
0.723692,-0.721128,-0.12263,1.0,0.163507,0.0
-2.20706,-0.948186,-0.018865,1.0,0.0251533,0.0
0.752744,-0.291596,-0.515625,1.0,0.6875,0.0
-2.66396,-2.23332,-0.04525,1.0,0.0603333,0.0
0.403649,-0.505934,-0.83764,0.883147,1.0,0.0
0.436498,1.71879,-0.04853,1.0,0.0647067,0.0
-2.74349,-1.38659,-0.075095,1.0,0.100127,0.0
1.83144,0.2989,-0.09114,1.0,0.12152,0.0
0.455599,-0.979933,-0.03184,1.0,0.0424533,0.0
1.03263,0.510806,-0.030725,1.0,0.0409667,0.0
0.731332,-1.47244,-0.434365,1.0,0.579153,0.0
1.79503,2.77304,-0.37977,1.0,0.50636,0.0
1.01258,-1.05674,-0.18355,1.0,0.244733,0.0
-2.35163,-1.79052,-0.182515,1.0,0.243353,0.0
0.857931,-0.662289,-0.47413,1.0,0.632173,0.0
1.95729,1.96751,-0.088165,1.0,0.117553,0.0
1.31686,-0.288025,-0.199395,1.0,0.26586,0.0
-2.41888,-1.59146,-0.221525,1.0,0.295367,0.0
1.89841,0.109505,-0.125,1.0,0.166667,0.0
2.544,1.2225,-0.025,1.0,0.0333333,0.0
-2.60967,-1.85441,-0.213945,1.0,0.28526,0.0
1.40413,-0.250474,-0.164715,1.0,0.21962,0.0
-3.67301,-3.08428,-0.85153,0.864627,1.0,0.0
1.14185,-0.331157,-0.26782,1.0,0.357093,0.0
1.85978,0.661332,-0.118345,1.0,0.157793,0.0
-4.35249,-2.24925,-0.025,1.0,0.0333333,0.0
0.602606,-0.0651814,-0.69989,1.0,0.933187,0.0
-2.12699,-0.845909,-0.046575,1.0,0.0621,0.0
0.529463,1.52289,-0.081595,1.0,0.108793,0.0
1.68481,0.219099,-0.200005,1.0,0.266673,0.0
0.908916,-0.373916,-0.365245,1.0,0.486993,0.0
2.36247,3.07478,-0.43144,1.0,0.575253,0.0
-2.82903,-2.21713,-0.24133,1.0,0.321773,0.0
0.894251,-1.67335,-0.514255,1.0,0.685673,0.0
0.79407,-1.54165,-0.51542,1.0,0.687227,0.0
0.794284,1.13973,-0.75546,0.99272,1.0,0.0
0.483477,0.102356,-0.78323,0.955693,1.0,0.0
1.66927,0.10929,-0.191145,1.0,0.25486,0.0
0.715092,-1.17107,-0.19128,1.0,0.25504,0.0
0.705554,-0.556197,-0.11921,1.0,0.158947,0.0
1.96166,0.0592098,-0.2102,1.0,0.280267,0.0
0.669967,-0.419685,-0.0768,1.0,0.1024,0.0
-1.09261,-1.65975,-0.062585,1.0,0.0834467,0.0
1.96338,1.9381,-0.01318,1.0,0.0175733,0.0
1.33587,-0.431785,-0.214595,1.0,0.286127,0.0
-3.23151,-3.46156,-0.072355,1.0,0.0964733,0.0
1.04083,-1.54645,-0.167315,1.0,0.223087,0.0
0.999524,-1.38529,-0.39117,1.0,0.52156,0.0
1.79898,-0.838661,-0.08382,1.0,0.11176,0.0
0.480958,3.10841,-0.08255,1.0,0.110067,0.0
0.851627,-1.43638,-0.477065,1.0,0.636087,0.0
2.17152,0.608694,-0.044625,1.0,0.0595,0.0
-3.68453,-3.17001,-0.740035,1.0,0.986713,0.0
1.48941,-0.554679,-0.29021,1.0,0.386947,0.0
1.27982,-0.475367,-0.202665,1.0,0.27022,0.0
0.792414,-0.427441,-0.283415,1.0,0.377887,0.0
1.30567,-0.433188,-0.210065,1.0,0.280087,0.0
-2.94057,-1.41374,-0.089565,1.0,0.11942,0.0
1.56994,-0.0910667,-0.080365,1.0,0.107153,0.0
-3.73994,-4.82005,-0.370915,1.0,0.494553,0.0
-0.20126,-0.631618,-0.043245,1.0,0.05766,0.0
1.15108,-0.356769,-0.44486,1.0,0.593147,0.0
0.655711,-1.14113,-0.73962,1.0,0.98616,0.0
1.85972,0.171643,-0.28809,1.0,0.38412,0.0
-0.714858,-0.927359,-0.08627,1.0,0.115027,0.0
0.564722,-1.55529,-0.099335,1.0,0.132447,0.0
2.09035,0.968322,-0.05403,1.0,0.07204,0.0
0.555824,2.6213,-0.025,1.0,0.0333333,0.0
1.55022,-0.316044,-0.08609,1.0,0.114787,0.0
1.43643,1.8801,-0.44439,1.0,0.59252,0.0
-0.0607487,-1.22172,-0.155285,1.0,0.207047,0.0
1.18352,1.36483,-0.68199,1.0,0.90932,0.0
1.13311,1.34793,-0.560395,1.0,0.747193,0.0
1.54922,-0.17047,-0.277895,1.0,0.370527,0.0
-0.201585,-0.631154,-0.043235,1.0,0.0576467,0.0
-0.203079,-0.629285,-0.048785,1.0,0.0650467,0.0
-0.203809,-0.631176,-0.044785,1.0,0.0597133,0.0
2.45041,3.41134,-0.45614,1.0,0.608187,0.0
2.49156,1.19748,-0.025,1.0,0.0333333,0.0
1.70108,0.0590939,-0.40257,1.0,0.53676,0.0
2.04967,3.30455,-0.657905,1.0,0.877207,0.0
1.84535,2.35931,-0.04747,1.0,0.0632933,0.0
0.945626,-0.723248,-0.3527,1.0,0.470267,0.0
-0.200164,-0.629238,-0.042765,1.0,0.05702,0.0
1.01893,-0.548736,-0.191995,1.0,0.255993,0.0
0.537543,-1.42267,-0.028685,1.0,0.0382467,0.0
0.904274,-0.489554,-0.33384,1.0,0.44512,0.0
0.499838,-1.4275,-0.07637,1.0,0.101827,0.0
-1.18792,-1.70377,-0.26537,1.0,0.353827,0.0
-0.19949,-0.630899,-0.04091,1.0,0.0545467,0.0
1.56613,0.396908,-0.338535,1.0,0.45138,0.0
0.458476,1.87916,-0.010745,1.0,0.0143267,0.0
-1.44834,-1.91615,-0.15297,1.0,0.20396,0.0
2.08694,3.28117,-0.59643,1.0,0.79524,0.0
1.62563,0.52066,-0.17267,1.0,0.230227,0.0
0.070318,-0.315849,-0.977955,0.69606,1.0,0.0
-2.3133,-1.0199,-0.06102,1.0,0.08136,0.0
1.27227,-0.495753,-0.205705,1.0,0.274273,0.0
0.876856,-0.892089,-0.216295,1.0,0.288393,0.0
0.875207,-0.952973,-0.227155,1.0,0.302873,0.0
3.607,3.61913,-0.125,1.0,0.166667,0.0
1.37294,1.50447,-0.449725,1.0,0.599633,0.0
-3.27359,-3.52211,-0.04659,1.0,0.06212,0.0
3.70455,4.09559,-0.61219,1.0,0.816253,0.0
0.489953,1.88205,-0.087405,1.0,0.11654,0.0
-0.200508,-0.62998,-0.04308,1.0,0.05744,0.0
-2.29619,-1.85701,-0.16778,1.0,0.223707,0.0
1.85494,2.99826,-0.314485,1.0,0.419313,0.0
1.33059,-0.263541,-0.172725,1.0,0.2303,0.0
-0.200657,-0.630277,-0.04317,1.0,0.05756,0.0
-0.200039,-0.628374,-0.0438,1.0,0.0584,0.0
-0.269908,0.386602,-0.05899,1.0,0.0786533,0.0
1.80502,0.325347,-0.005975,1.0,0.00796667,0.0
3.19529,3.24849,-0.10564,1.0,0.140853,0.0
0.9992,-1.44232,-0.167015,1.0,0.222687,0.0
-2.76135,-2.21083,-0.1908,1.0,0.2544,0.0
2.95725,3.44402,-0.332225,1.0,0.442967,0.0
2.09211,2.6274,-0.18491,1.0,0.246547,0.0
2.01269,0.536334,-0.0532,1.0,0.0709333,0.0
1.17012,-0.352352,-0.446775,1.0,0.5957,0.0
-0.0389493,-0.0985426,-1.14573,0.472353,1.0,0.0
0.969443,-0.628225,-0.274755,1.0,0.36634,0.0
-0.954461,-1.54514,-0.223955,1.0,0.298607,0.0
-1.09538,-1.64623,-0.05671,1.0,0.0756133,0.0
1.33786,-0.638024,-0.12589,1.0,0.167853,0.0
-3.57441,-3.00652,-0.69729,1.0,0.92972,0.0
0.555433,2.68222,-0.042765,1.0,0.05702,0.0
2.10098,0.949144,-0.019415,1.0,0.0258867,0.0
1.45696,-0.189514,-0.24795,1.0,0.3306,0.0
1.40825,-0.491772,-0.21153,1.0,0.28204,0.0
-2.56363,-1.88244,-0.21636,1.0,0.28848,0.0
0.496196,3.21755,-0.13259,1.0,0.176787,0.0
-0.199889,-0.629041,-0.04052,1.0,0.0540267,0.0
0.454774,-0.958667,-0.025,1.0,0.0333333,0.0
1.14376,2.83356,-0.567375,1.0,0.7565,0.0
1.80834,0.946123,-0.17158,1.0,0.228773,0.0
1.62327,0.873074,-0.253505,1.0,0.338007,0.0
1.67585,0.0498521,-0.13868,1.0,0.184907,0.0
1.63685,-0.0956122,-0.23055,1.0,0.3074,0.0
-1.25124,-1.73196,-0.104225,1.0,0.138967,0.0
1.54957,0.306897,-0.22128,1.0,0.29504,0.0
0.630536,-1.54054,-0.350285,1.0,0.467047,0.0
0.560271,3.15983,-0.04878,1.0,0.06504,0.0
2.00246,1.53696,-0.10855,1.0,0.144733,0.0
1.99354,1.54264,-0.122975,1.0,0.163967,0.0
2.23292,3.19477,-0.497445,1.0,0.66326,0.0
1.67973,0.0475886,-0.22874,1.0,0.304987,0.0
1.65932,0.0491937,-0.230485,1.0,0.307313,0.0
1.6696,0.0514176,-0.206285,1.0,0.275047,0.0
1.6084,0.0448912,-0.22496,1.0,0.299947,0.0
0.506597,2.23746,-0.077025,1.0,0.1027,0.0
1.89603,3.08585,-0.10046,1.0,0.133947,0.0
-3.62089,-3.64111,-0.225835,1.0,0.301113,0.0
1.71999,-0.824638,-0.12241,1.0,0.163213,0.0
-2.05122,-1.58714,-0.061905,1.0,0.08254,0.0
0.843606,-0.0526423,-0.53435,1.0,0.712467,0.0
-2.4696,-3.30225,-0.379745,1.0,0.506327,0.0
0.537546,-1.39878,-0.0606,1.0,0.0808,0.0
1.7415,3.45801,-0.705115,1.0,0.940153,0.0
1.5893,-0.529337,-0.13076,1.0,0.174347,0.0
-1.15123,-1.90111,-0.06345,1.0,0.0846,0.0
2.07868,0.961269,-0.0326,1.0,0.0434667,0.0
1.6805,0.0433779,-0.19537,1.0,0.260493,0.0
1.76309,1.75147,-0.21626,1.0,0.288347,0.0
-2.07351,-0.937689,-0.02467,1.0,0.0328933,0.0
1.8966,1.01413,-0.147815,1.0,0.197087,0.0
1.19974,-0.309742,-0.259465,1.0,0.345953,0.0
0.951251,-0.70138,-0.317365,1.0,0.423153,0.0
0.530812,2.22237,-0.090375,1.0,0.1205,0.0
-0.895906,-0.279695,-0.052805,1.0,0.0704067,0.0
2.37767,3.56153,-0.74215,1.0,0.989533,0.0
1.22302,0.552124,-0.42981,1.0,0.57308,0.0
-3.53367,-2.92528,-0.81891,0.90812,1.0,0.0
0.545215,2.78201,-0.043755,1.0,0.05834,0.0
-3.36066,-1.37066,-0.05824,1.0,0.0776533,0.0
-2.80743,-4.09079,-0.311735,1.0,0.415647,0.0
-0.268679,0.378001,-0.06488,1.0,0.0865067,0.0
1.94572,1.66982,-0.133065,1.0,0.17742,0.0
-3.01559,-3.07678,-0.10654,1.0,0.142053,0.0
1.48757,-0.171029,-0.24565,1.0,0.327533,0.0
-3.00378,-3.07757,-0.116005,1.0,0.154673,0.0
1.45367,1.98951,-0.43295,1.0,0.577267,0.0
2.30718,3.48497,-0.70195,1.0,0.935933,0.0
1.64904,0.036689,-0.084785,1.0,0.113047,0.0
0.645472,-0.757097,-0.675845,1.0,0.901127,0.0
1.20084,0.258398,-0.45267,1.0,0.60356,0.0
2.25224,3.09058,-0.296335,1.0,0.395113,0.0
-1.37878,-1.72078,-0.06557,1.0,0.0874267,0.0
-3.33897,-1.84103,-0.04059,1.0,0.05412,0.0
-2.72603,-1.81893,-0.293815,1.0,0.391753,0.0
1.38552,-0.115537,-0.16724,1.0,0.222987,0.0
1.23441,-1.34139,-0.202595,1.0,0.270127,0.0
0.662679,-1.48677,-0.708185,1.0,0.944247,0.0
0.671052,-0.641454,-0.635425,1.0,0.847233,0.0
-0.5135,-0.103281,-0.0441,1.0,0.0588,0.0
0.971087,-1.34306,-0.272735,1.0,0.363647,0.0
1.48258,0.317345,-0.250965,1.0,0.33462,0.0
-2.1158,-0.823151,-0.055985,1.0,0.0746467,0.0
1.16796,-1.76939,-0.06521,1.0,0.0869467,0.0
0.273091,0.146874,-0.100895,1.0,0.134527,0.0
-2.41944,-3.28868,-0.175,1.0,0.233333,0.0
-3.61672,-3.01087,-0.80404,0.927947,1.0,0.0
-2.19383,-0.973044,-0.030175,1.0,0.0402333,0.0
0.768988,-0.370827,-0.62886,1.0,0.83848,0.0
1.43223,-0.161633,-0.247845,1.0,0.33046,0.0
-2.54007,-1.88456,-0.212245,1.0,0.282993,0.0
-3.80815,-2.27796,-0.036615,1.0,0.04882,0.0
1.55884,1.39858,-0.47663,1.0,0.635507,0.0
-0.782474,-1.42614,-0.19467,1.0,0.25956,0.0
2.98905,3.57699,-0.342645,1.0,0.45686,0.0
-1.09321,-1.64616,-0.05982,1.0,0.07976,0.0
1.34346,-0.303059,-0.19922,1.0,0.265627,0.0
1.90373,1.1137,-0.1153,1.0,0.153733,0.0
1.77546,-0.489741,-0.36552,1.0,0.48736,0.0
2.21236,3.27547,-0.16884,1.0,0.22512,0.0
1.30956,-0.335854,-0.22057,1.0,0.294093,0.0
-3.18723,-2.6706,-0.284945,1.0,0.379927,0.0
1.52495,-0.163677,-0.265125,1.0,0.3535,0.0
1.07426,-2.1421,-0.685845,1.0,0.91446,0.0
-1.09268,-1.64561,-0.059145,1.0,0.07886,0.0
-1.09053,-1.6453,-0.06222,1.0,0.08296,0.0
-3.65213,-2.18225,-0.06381,1.0,0.08508,0.0
-0.411492,0.0215087,-0.068085,1.0,0.09078,0.0
1.42539,-0.163529,-0.251105,1.0,0.334807,0.0
-0.659085,-0.927807,-0.04163,1.0,0.0555067,0.0
-3.14683,-2.54068,-0.31775,1.0,0.423667,0.0
1.63977,1.55853,-0.284955,1.0,0.37994,0.0
0.521484,1.42102,-0.039295,1.0,0.0523933,0.0
1.13169,-0.45793,-0.445025,1.0,0.593367,0.0
-2.70262,-2.17489,-0.18327,1.0,0.24436,0.0
1.65118,1.72491,-0.29349,1.0,0.39132,0.0
-2.24565,-1.96961,-0.11808,1.0,0.15744,0.0
0.781115,-2.6597,-0.02493,1.0,0.03324,0.0
1.19159,-0.684841,-0.25606,1.0,0.341413,0.0
1.32379,1.31849,-0.47911,1.0,0.638813,0.0
0.775432,-2.6573,-0.02502,1.0,0.03336,0.0
0.0699621,-0.722213,-0.10759,1.0,0.143453,0.0
0.597961,-0.587819,-0.09057,1.0,0.12076,0.0
1.27716,-0.0903201,-0.35995,1.0,0.479933,0.0
1.57686,-0.24784,-0.08144,1.0,0.108587,0.0
0.860452,-2.66557,-0.022225,1.0,0.0296333,0.0
1.2177,-0.659484,-0.261215,1.0,0.348287,0.0
1.82794,0.407917,-0.07255,1.0,0.0967333,0.0
-1.71032,-1.8139,-0.165415,1.0,0.220553,0.0
1.40895,-0.23646,-0.19756,1.0,0.263413,0.0
-2.86711,-2.59498,-0.164245,1.0,0.218993,0.0
0.793586,-2.67044,-0.024855,1.0,0.03314,0.0
0.815569,-0.494807,-0.567415,1.0,0.756553,0.0
1.21577,0.756876,-0.495265,1.0,0.660353,0.0
1.38153,-0.37048,-0.212705,1.0,0.283607,0.0
0.988151,-0.705454,-0.292485,1.0,0.38998,0.0
-2.06898,-0.948462,-0.03674,1.0,0.0489867,0.0
1.07031,-0.289124,-0.49604,1.0,0.661387,0.0
2.34949,1.17702,-0.025,1.0,0.0333333,0.0
0.937719,-0.537326,-0.37682,1.0,0.502427,0.0
1.88979,2.723,-0.335955,1.0,0.44794,0.0
-1.56449,-0.817193,-0.045145,1.0,0.0601933,0.0
-1.56561,-0.818002,-0.04263,1.0,0.05684,0.0
1.0014,-0.714447,-0.30995,1.0,0.413267,0.0
1.84498,0.986865,-0.176215,1.0,0.234953,0.0
0.557047,-1.54805,-0.0903,1.0,0.1204,0.0
1.46568,1.05984,-0.379515,1.0,0.50602,0.0
1.27881,0.283366,-0.370435,1.0,0.493913,0.0
1.77966,2.02753,-0.21165,1.0,0.2822,0.0
0.635942,0.906784,-0.789675,0.9471,1.0,0.0
-0.180367,-0.0537739,-0.03449,1.0,0.0459867,0.0
0.93977,-0.52948,-0.31435,1.0,0.419133,0.0
1.18649,-2.69715,-0.025,1.0,0.0333333,0.0
0.559299,-1.53553,-0.07866,1.0,0.10488,0.0
-2.24418,-0.983961,-0.03596,1.0,0.0479467,0.0
0.555057,-1.55631,-0.09008,1.0,0.120107,0.0
-1.24445,-1.92065,-0.13109,1.0,0.174787,0.0
-3.97747,-1.39292,-0.003415,1.0,0.00455333,0.0
-0.640136,-1.35676,-0.17551,1.0,0.234013,0.0
2.47741,1.18902,-0.025,1.0,0.0333333,0.0
0.578001,1.7393,-0.073945,1.0,0.0985933,0.0
1.2928,-0.521137,-0.246785,1.0,0.329047,0.0
