Prior,Prior_Mode,D3_mean,D3_std,CI95_low,CI95_high,Posterior_mass_%,KL_nats
"Beta(7.5,2.5)_volumetric",0.8125,0.49521197495647257,0.0316565531855673,0.4359955058535889,0.5617009513788755,0.0,12.238757040790484
"Uniform[2,3]_flat",2.5,0.49521197495647257,0.0316565531855673,0.4359955058535889,0.5617009513788755,0.0,12.238757040790484
"Beta(2.5,7.5)_planar",0.1875,0.49521197495647257,0.0316565531855673,0.4359955058535889,0.5617009513788755,0.0,12.238757040790484
"Beta(5,5)_symmetric",2.5,0.49521197495647257,0.0316565531855673,0.4359955058535889,0.5617009513788755,0.0,12.238757040790484
