d3_samples
1.8819144074120362
1.9101890083305897
2.0195275282225467
1.8211535943235966
1.8975131104184162
1.9573297587479348
1.907219870517425
1.9474778724405724
1.8998389396504762
1.9645187660808905
1.9631766749059907
1.8567048567850717
1.8311557042049464
1.9513346276766534
2.0019872326446033
1.9040264459089302
2.012198946050203
1.9683796524446415
1.8626657103677486
1.894926741479765
1.9578754353871146
1.939623992721501
1.9457218094376152
1.8840740093585844
1.903980497242296
1.9385303139288153
1.8894282565644371
2.047846491722883
1.9052102655590255
1.908474137067846
1.829989415396436
1.9098454891534826
1.8458107588331112
1.9229688964400449
1.9662556987257471
1.8228099246261407
1.8760501222258075
1.9307113395508622
1.8918716212060611
1.9307364437273011
1.9000111562292812
1.9688975318695219
1.966236126518091
1.8895067390884825
1.8092898820674317
1.919977092108245
1.9905254427219226
1.9020019636334282
2.0021946165277824
1.986425687438609
1.8431976821732887
1.8401282917802775
1.9368474351636291
1.9583369919106004
1.927025315851765
1.8700574015742
1.923827588196522
1.9312493225466212
1.8468424316503258
2.0307180099308173
1.9310837385826423
1.918211669597183
1.8501555758414023
1.909472187128038
1.8458107588331112
1.9062354907970989
1.9579188704138346
1.8228099246261407
1.8752262689410444
1.967739648887836
1.8835739378238028
1.935733732700025
1.8811335123229271
1.9688975318695219
2.022007862795638
1.8895067390884825
1.82858171934887
1.9864555448516807
1.973698127552795
1.912988441183361
1.9373555625654035
2.0003904248855697
1.8417181778509928
1.8463025902305328
1.901522004942025
1.9746626975762271
1.9273479938708957
1.8700574015742
1.9223638552339153
1.9312493225466212
1.8425788876157767
1.972057817857442
1.9244159656851723
1.9042363967454958
1.8301990998276372
1.909270517790321
1.804051817665543
1.8968511540976893
1.9508127913359476
1.8224420306212477
1.8776191549856778
1.958886657437079
1.8855095814421128
1.9425996243600552
1.9267465362745224
1.9688975318695219
2.022007862795638
1.8835599006015276
1.816116723947387
1.9775212910662125
2.017401696077984
1.9775410897832566
1.9611083021536992
1.9960953552888507
1.8417181778509928
1.8454108047938587
1.8721918902561894
1.9214617988154745
1.9278796451695983
1.8920479337114275
1.9223638552339153
1.9308169607613173
1.8401316109943455
1.9495466295956487
1.9238576307871595
1.9141211759485948
1.8199837829036853
1.8778649785496138
1.804051817665543
1.8990398707962142
1.8804002598553615
1.7960116197743579
1.8409448851381252
1.9656235721111188
1.8844068700516352
1.9318451837191284
1.9031780540790453
1.946420071942335
2.022007862795638
1.850123405675745
1.8556543143037334
1.981153454938737
2.017401696077984
1.966259269726319
1.9309386081949478
1.9960953552888507
1.8576875478163144
1.8454108047938587
1.8721918902561894
1.896668781287495
1.9309198665022205
1.9083599185480808
1.935692895383236
1.9040958705289417
1.8346133950912664
1.9382503652725798
1.9971183361663205
1.873565898548218
1.8199837829036853
1.8778649785496138
1.8641076776870835
1.8990398707962142
1.8780717016297097
1.8130516462314337
1.8420917234073544
2.0011858529152704
1.9142676785803436
1.9567319369672351
1.892167840175733
1.946420071942335
1.9946134086823044
1.9131136124532884
1.8549074014486204
1.981153454938737
2.017401696077984
1.966259269726319
1.9412632185219778
1.9960953552888507
1.856601540316299
1.8462016232849816
1.874727502242252
1.8805479887417695
1.917598371867893
1.8931857766893683
1.928099845396336
1.900373538534396
1.8485825218506582
1.8684086137974227
1.9971183361663205
1.8635466029455434
1.817692175150012
1.8819319460508463
1.8289004330766228
1.9130044346086743
1.8800612174825113
1.8320659914922628
1.8117118963376997
2.0011858529152704
1.9226698198646184
1.9743235395897323
1.9225954576219253
1.9196785191967156
1.9946134086823044
1.914288170625813
1.8553085314067814
1.975463724848858
2.0246712750165115
1.9862858754579256
1.9223769653782332
1.9793256861372235
1.856601540316299
1.8462016232849816
1.8854704649042398
