radius_km,D3_mean,D3_std
48,1.527401125655935,0.0067884666080554
96,1.8546451876755732,0.003954951917504034
128,1.8817688813128204,0.005267940928199999
192,1.961112338051592,0.0035278112135002
216,1.9641347511705527,0.0038079126190831668
312,1.886937894403347,0.003821811696960725
400,1.8313921257215222,0.0042703783144599754
640,1.7597044129106478,0.01106069726793985
