D3_mean,D3_std,D3_median,D3_mode,D3_ci_95,Pboundary,KL_nats,ESS,D2_observed,D2_error,SVP_Tier,converged,catalog_name,N_events
1.552938945461532,0.005793694836715529,1.5529525876136694,1.5526152966883855,[1.54169013 1.56435809],0.0,4.426216819694573,11493.47697641696,2.291670980076598,0.02543876045314204,Tier 1 (Gold),True,GEOFON_Sumatra,3482
