D3_mean,D3_std,D3_median,D3_mode,D3_ci_95,Pboundary,KL_nats,ESS,D2_observed,D2_error,SVP_Tier,converged,catalog_name,N_events
1.1673224588810238,0.015434919814751496,1.1672989638251003,1.1680237845281058,[1.13714252 1.1974928 ],0.0,3.446474321505735,10240.247884284592,1.4904348832676677,0.043047194176216885,Tier 1 (Gold),False,Swiss_SED,9945
