sigma_km,d2,sem
0.001,1.1962421612977356,0.0006490972426031439
0.5,1.2763451641346775,0.0008680008079157654
1.0,1.3504323639640683,0.0007299594391011922
2.0,1.4345987414953874,0.0008501975872402854
3.0,1.4984341101261713,0.0008205222803320725
5.0,1.6126630938940496,0.000967657710607285
