D3,density
2.9834014283749064,0.02341599052339116
2.983568248138354,0.0
2.9837350679018013,0.0
2.9839018876652488,0.0
2.9840687074286962,0.0
2.9842355271921437,0.04683198104678232
2.984402346955591,0.0
2.9845691667190386,0.0
2.984735986482486,0.0
2.9849028062459335,0.02341599052339116
2.985069626009381,0.0
2.9852364457728284,0.14049594314034697
2.985403265536276,0.1170799526169558
2.9855700852997233,0.28099188628069394
2.985736905063171,0.1170799526169558
2.9859037248266183,0.0
2.9860705445900657,0.09366396209356465
2.986237364353513,0.14049594314034697
2.9864041841169606,0.07024797157017348
2.986571003880408,0.02341599052339116
2.9867378236438555,0.0
2.986904643407303,0.04683198104678232
2.9870714631707505,0.09366396209356465
2.987238282934198,0.14049594314034697
2.9874051026976454,0.1873279241871293
2.987571922461093,0.2575758957573028
2.9877387422245403,0.28099188628069394
2.9879055619879877,0.32782386732747626
2.988072381751435,0.14049594314034697
2.9882392015148826,0.1873279241871293
2.98840602127833,0.1873279241871293
2.9885728410417776,0.3746558483742586
2.988739660805225,0.39807183889764974
2.9889064805686725,0.866391649365473
2.98907330033212,0.6088157536081702
2.9892401200955674,0.5385677820379967
2.989406939859015,0.49173580099121444
2.9895737596224623,0.6088157536081702
2.9897405793859098,1.0537195735526022
2.989907399149357,0.866391649365473
2.9900742189128047,0.585399763084779
2.990241038676252,1.1239675451227757
2.9904078584396996,1.0771355640759934
2.990574678203147,1.1942155166929491
2.9907414979665945,1.40495943140347
2.990908317730042,1.6859513176841638
2.9910751374934894,2.3650150428625074
2.991241957256937,2.22451909972216
2.9914087770203843,1.8030312703011195
2.991575596783832,3.325070654321545
2.991742416547279,3.8636384363698273
2.9919092363107262,2.80991886280694
2.9920760560741737,4.168046313163627
2.992242875837621,3.3953186258917185
2.9924096956010686,4.495870180491103
2.992576515364516,5.736917678230835
2.9927433351279635,6.369149422362396
2.992910154891411,6.345733431839005
2.9930769746548584,8.546836541037774
2.993243794418306,8.500004559990991
2.9934106141817534,9.553724133543593
2.993577433945201,11.146011489134192
2.9937442537086483,12.035819129023057
2.9939110734720957,12.035819129023057
2.994077893235543,15.618465679101906
2.9942447129989906,16.203865442186686
2.994411532762438,18.358136570338672
2.9945783525258856,19.880175954359096
2.994745172289333,21.800287177277173
2.9949119920527805,24.72728599270107
2.995078811816228,26.904973111376446
2.9952456315796754,31.002771452969895
2.995412451343123,33.62536239158971
2.9955792711065703,35.89671347235865
2.9957460908700178,41.0716473780281
2.995912910633465,47.4173808098671
2.9960797303969127,53.29479443123828
2.99624655016036,56.947688952887304
2.9964133699238076,61.1859832376211
2.996580189687255,69.45182789237819
2.9967470094507025,80.08268758999778
2.99691382921415,90.6198833255238
2.9970806489775974,95.9353131743336
2.997247468741045,108.97801989586247
2.9974142885044923,119.4683836503417
2.9975811082679398,130.30998726267183
2.9977479280313872,150.09649925493733
2.9979147477948347,165.94912483927317
2.998081567558282,186.69569244299774
2.9982483873217296,206.24804453002935
2.998415207085177,237.3913119261396
2.9985820268486245,258.09104754881736
2.998748846612072,286.09657221479324
2.9989156663755194,325.0373644551927
2.999082486138967,355.45473614507785
2.9992493059024143,399.59387828167013
2.999416125665862,444.7867399918151
2.9995829454293093,490.1435136356238
2.9997497651927567,546.8336266927539
2.999916584956204,618.7675495806114
